数据来源,标题,内容,帖子主题,是否活动贴,回复数,点赞数,浏览数,分享数,互动率,综合互动得分,情绪标签,提及产品,产品属性标签,创建时间,发布日期,发布小时
C酱1区,诺诺亚336还能再便宜点吗？,"诺诺亚336还能再便宜点吗？
好喜欢诺诺亚的立绘，看产品性能感觉也可以接受，怎么叠能更低一点呢？",其他,否,7.0,7.0,358.0,1.0,0.0195530726256983,5.2,正面,诺诺亚,,2026-01-29 17:36:25,2026/01/29,17
C酱1区,再也不买油性润滑液了,"再也不买油性润滑液了
qwq弄得床上到处都是，还不好清理 ，油油的弄到杯子上拿都拿不住，有推荐的润滑吗？",其他,否,1.0,1.0,210.0,0.0,0.0047619047619047,0.7,正面,,,2026-01-30 11:13:20,2026/01/30,11
C酱1区,斐济杯通道又细又长的，长期用的话卫生到底怎么保证呢？,"斐济杯通道又细又长的，长期用的话卫生到底怎么保证呢？
最近看了一圈，发现不少杯子内部结构越做越复杂，褶皱多，当然复杂后体验感会提升，用的时候漺是漺，但每次清洗都挺头疼的。
单纯用水冲，总感觉冲不干净；使劲冲又怕水倒灌，尤其是电动杯，更不敢乱来。
想问问老哥们，你们平时是怎么清洁保养的？有没有那种清洗省心、不用反复折腾的办法？",求助/咨询,否,5.0,4.0,304.0,2.0,0.0164473684210526,3.8,正面,,通道、清洗、电动功能,2026-01-30 16:56:45,2026/01/30,16
C酱1区,玩了那么多，为什么最后常驻的是诺诺亚？,"玩了那么多，为什么最后常驻的是诺诺亚？
算是个老司机了，从手动到电动，从杯子到半身到娃娃，折腾一圈，最后留在手边常用的是诺诺亚。说说为什么：省心之王：冲洗功能无敌。玩娃娃换装拍照是乐趣，但事后清理是灾难。诺诺亚在“体验复杂度”和“清理便利度”上取得了完美平衡。体验均衡：电动功能足够好玩，造型戳XP，材质舒服。它没有某项做到极端，但所有关键项都在80分以上，没有短板。隐私与便捷：手办盒子秒收纳，体积重量适中，不像娃娃需要单独一个角落供着。
结论：诺诺亚不是最刺激的，也不是最拟真的，但它是最让人没有负担、最愿意随手拿来用的那个。生活已经很累了，它让我快乐得很轻松",闲聊/水贴,否,6.0,7.0,185.0,0.0,0.0324324324324324,4.5,正面,诺诺亚,清洗、材质、通道刺激度、外观、电动功能、收纳,2026-01-30 16:58:07,2026/01/30,16
C酱1区,试衣服的时候发生了什么？,"试衣服的时候发生了什么？
",其他,否,1.0,0.0,173.0,0.0,0.0057803468208092,0.4,中性,,,2026-01-30 17:38:22,2026/01/30,17
C酱1区,关于训练时长,"关于训练时长
慢玩杯快进慢出训练一次多久合适呢？我玩到25分钟左右感觉有点疼了，很闽甘就只能结束了，该减少点时长吗？",其他,否,1.0,0.0,189.0,0.0,0.0052910052910052,0.4,中性,,通道刺激度,2026-01-31 11:19:20,2026/01/31,11
C酱1区,电脑问题吗,"电脑问题吗
求大佬这样怎么弄",其他,否,0.0,3.0,140.0,0.0,0.0,0.8999999999999999,中性,,,2026-01-31 12:28:29,2026/01/31,12
C酱1区,衣柜里的杯子被表姐翻出来了,"衣柜里的杯子被表姐翻出来了
现在读大一，不想住宿舍，就跑到表姐家借住了。
军训结束买了可可狼姬放房间的衣柜里，我觉得捂得挺严实的呀，谁知道表姐会翻我衣柜翻得那么深啊？
刚住了一个多月，不想被赶出去啊，虽然也不会啦，就是现在和表姐相处很尴尬啊，姐夫看我的眼神也是意味深长。
搞得我都不敢在电脑前肆无忌惮的冲了！！！",其他,否,4.0,1.0,356.0,2.0,0.0112359550561797,2.5,正面,可可狼姬,收纳、材质,2026-02-01 17:07:40,2026/02/01,17
C酱1区,那么多杯子，怎么选,"那么多杯子，怎么选
杯子品类那么多，大家选的时候都比较注重些什么呢？新人第一次选的时候真是眼花缭乱，什么外观、材质、设计全都想做到尽善尽美，选杯反而成了入手的阻碍。",求助/咨询,否,1.0,0.0,181.0,0.0,0.005524861878453,0.4,中性,,外观、材质,2026-02-02 11:25:34,2026/02/02,11
C酱1区,对比普通飞机杯，像coc诺诺亚电动杯牛在哪里?,"对比普通飞机杯，像coc诺诺亚电动杯牛在哪里?
发现吧里好多人都在玩诺诺亚，想问问大家这类电动杯对比用手究竟牛在哪里呢？",求助/咨询,否,2.0,4.0,269.0,0.0,0.0074349442379182,2.0,正面,诺诺亚,电动功能,2026-02-02 15:15:20,2026/02/02,15
C酱1区,如正文，求助，这个店铺怎么样啊？，隐私发货真的放心吗,"如正文，求助，这个店铺怎么样啊？，隐私发货真的放心吗
昨天下午的时候看下单有一个600-188的券，加上关注店铺加上平台补贴，然后还是晚上8:00到10：00阶段，基本上是buff叠满了，有没有在这个店铺下过单的还有就是这个真的是隐私发货吗？说来也话长。总感觉有那么一点不放心实在是担心安全问题",其他,否,14.0,1.0,479.0,0.0,0.0292275574112734,5.9,正面,,收纳、材质,2026-02-02 17:00:03,2026/02/02,17
C酱1区,群是不是挂了？coc斐济,"群是不是挂了？coc斐济
也有几年了，还想看群友继续唠嗑",其他,否,3.0,0.0,214.0,0.0,0.014018691588785,1.2000000000000002,中性,,,2026-02-02 23:10:09,2026/02/02,23
C酱1区,COC圣杯福团团测评体验,"COC圣杯福团团测评体验
COC新杯福团团测评",产品评测/开箱,否,6.0,9.0,648.0,0.0,0.0092592592592592,5.1,中性,,,2026-02-03 09:08:16,2026/02/03,9
C酱1区,冬天用完杯不用洗的快乐，谁懂啊！！,"冬天用完杯不用洗的快乐，谁懂啊！！
xdm，冬天贤者时间最痛苦的事是什么？就是冻着手指去洗杯子啊！以前我宁愿少用几次也不想洗。现在入了coc诺诺亚，自带冲洗器直接接水龙头，30秒冲干净通道，再用厨房纸擦干净表面，然后垫着厨房纸放做桌上晾干就好，彻底终结了我的懒病！清洗也没有那么难！",其他,否,7.0,1.0,185.0,0.0,0.0378378378378378,3.1,正面,诺诺亚,通道、收纳、清洗,2026-02-03 15:53:53,2026/02/03,15
C酱1区,新手第一次用电动杯，诺诺亚直接把我干蒙圈了……,"新手第一次用电动杯，诺诺亚直接把我干蒙圈了……
兄弟们，我以前一直用shou+手动杯，觉得也还行吧。上周脑子一热入了coc诺诺亚，昨天第一次开电动，5种shun吸+zhen动一起来，我整个人直接起飞……这玩意儿也太犯规了吧？完全不是一个次元的次级，新手真的能扛得住吗？",其他,否,7.0,1.0,311.0,0.0,0.022508038585209,3.1,正面,诺诺亚,电动功能,2026-02-03 15:59:21,2026/02/03,15
C酱1区,有没有中看又中用的杯子,"有没有中看又中用的杯子
楼主是盒控，之前多多上买了几款，结果都是包装好看，里面劣质的 兄弟们有没有好的推荐",求助/咨询,否,1.0,5.0,156.0,0.0,0.0064102564102564,1.9,正面,,外观,2026-02-03 18:06:22,2026/02/03,18
C酱1区,星梨奈2【徽章+定制小裙子】193拿下,"星梨奈2【徽章+定制小裙子】193拿下
据说是非常夯的杯子，必须拿下",其他,否,4.0,2.0,330.0,0.0,0.0121212121212121,2.2,中性,星梨奈,,2026-02-03 20:28:41,2026/02/03,20
C酱1区,错过了昨晚20点的好价活动，还好今天上国补了,"错过了昨晚20点的好价活动，还好今天上国补了
今天打开贴吧才知道昨晚有好价，此刻非常后悔，后面肯定还有好价但我不想等了，兄弟们有啥赤鸢的穿搭&玩法&使用注意事项全部推给我吧，放假了我开冲！",其他,否,2.0,6.0,271.0,0.0,0.007380073800738,2.5999999999999996,中性,赤鸢,收纳,2026-02-03 20:54:27,2026/02/03,20
C酱1区,求购买攻略,"求购买攻略
求攻略家人们，基本什么时候有活动想入可可狼姬",其他,否,2.0,4.0,171.0,0.0,0.0116959064327485,2.0,中性,可可狼姬,,2026-02-03 23:48:43,2026/02/03,23
C酱1区,如果只吃这三样东西，会怎么样？,"如果只吃这三样东西，会怎么样？
",其他,否,1.0,1.0,313.0,0.0,0.0031948881789137,0.7,中性,,,2026-02-04 11:58:19,2026/02/04,11
C酱1区,有必要整杯子吗,"有必要整杯子吗
有必要整杯子吗，这不是有手就行吗，最近经常在首页刷到杯子推荐的贴子，都给我整迷惑了，就这点小事还需要专们选个杯吗？",其他,否,0.0,0.0,153.0,0.0,0.0,0.0,正面,,,2026-02-04 16:19:30,2026/02/04,16
C酱1区,有没有好隐藏的斐济杯？,"有没有好隐藏的斐济杯？
rt，住宿舍不好藏，怕被室友发现",其他,否,5.0,0.0,217.0,0.0,0.0230414746543778,2.0,正面,,收纳,2026-02-04 17:15:07,2026/02/04,17
C酱1区,诺诺亚溪得好漺啊……xdm谁懂,"诺诺亚溪得好漺啊……xdm谁懂
我以为自己算老司机了，结果诺诺亚一开电动，直接给我整不会了……双侧气泵5种溪力+3速6频zhen动，用力抵住整根进去的时候，360度包裹夹溪，慢慢吞没，层层递进的溪力+zhen动叠加，漺到腿软叫出声……",其他,否,5.0,5.0,217.0,0.0,0.0230414746543778,3.5,正面,诺诺亚,通道、电动功能、材质、通道刺激度,2026-02-04 17:17:14,2026/02/04,17
C酱1区,飞机杯要保养才能用的更久一点？,"飞机杯要保养才能用的更久一点？
是的，飞机杯需要保养才能延长使用寿命，保养也是有小技巧的，楼下西索⬇️",使用经验分享,否,5.0,1.0,219.0,0.0,0.0228310502283105,2.3,中性,,清洗,2026-02-04 17:32:32,2026/02/04,17
C酱1区,457的赤鸢，蹲了2天的最低价了,"457的赤鸢，蹲了2天的最低价了
现在不是有消费送礼吗，还差90够第一档，大家觉得划算吗",闲聊/水贴,否,4.0,0.0,290.0,0.0,0.0137931034482758,1.6,中性,赤鸢,,2026-02-05 08:14:08,2026/02/05,8
C酱1区,伤心的人别听慢歌,"伤心的人别听慢歌
伤害在幸福之前到来，而且都是先让人看到希望，看到了美好的未来然后一刀子捅进鼠鼠 m m m心里。今天刚经历第二次伤害，刚才一个人窝在床上哭，现在只想玩我的赤鸢",其他,否,1.0,0.0,160.0,0.0,0.00625,0.4,正面,赤鸢,外观,2026-02-05 08:54:18,2026/02/05,8
C酱1区,吧友们，吸水棒怎么判断该换了？,"吧友们，吸水棒怎么判断该换了？
大家都多久换一次呢？",其他,否,2.0,3.0,231.0,0.0,0.0086580086580086,1.7,正面,,,2026-02-05 09:36:19,2026/02/05,9
C酱1区,用诺诺亚交替手动电动，锻炼下持久力,"用诺诺亚交替手动电动，锻炼下持久力
最近发现一个玩法：用诺诺亚先手动玩一会，适应材质和通道感觉，再突然开低档zhen动，最后加吮溪……这种交替次级，漺感层层叠加，每次都能撑更久！以前手动杯用久了麻木，纯电动又怕阈值升高。现在这样交替玩，感觉像在锻炼自己，持久力好像真的变强了有没有？",其他,否,6.0,0.0,249.0,0.0,0.0240963855421686,2.4000000000000004,正面,诺诺亚,通道、电动功能、材质、通道刺激度,2026-02-05 11:41:25,2026/02/05,11
C酱1区,没想到诺诺亚周边做得这么好！,"没想到诺诺亚周边做得这么好！
收到了！诺诺亚的周边做得也太好了吧！！立牌放电脑旁真可爱！",产品评测/开箱,否,5.0,1.0,240.0,0.0,0.0208333333333333,2.3,正面,诺诺亚,外观、收纳,2026-02-05 11:42:51,2026/02/05,11
C酱1区,coc赤鸢是我最满意的半身,"coc赤鸢是我最满意的半身
一直比较喜欢大屯和半身，因为体验感这一块比较好，但是纠结了很久，看到吧友们的赤鸢才下定决心的，只能说比较惊喜吧，我还是第一接触半身，赤鸢的大辟股完全不输屯模，手感很好很舒服，外形吼吼看，嘿嘿",其他,否,5.0,1.0,459.0,1.0,0.0108932461873638,2.5999999999999996,正面,赤鸢,外观,2026-02-05 12:11:52,2026/02/05,12
C酱1区,这是最大的屯了,"这是最大的屯了
由于鼠鼠 m m一直喜欢那种开大车的剧情，但是一直没机会，毕竟现实生活中搞这种的确实难度太高了，鼠鼠现在175得找个180以上的，只能说可望不可及，于是在大屯里面寻寻觅觅，也是找的了个差不多的是比较符合我的胃口，前几天搞活动顺势就拿下了coc的水野凛",其他,否,0.0,0.0,181.0,0.0,0.0,0.0,中性,,材质、通道刺激度,2026-02-06 14:02:41,2026/02/06,14
C酱1区,黄油小姐2.0开箱体验,"黄油小姐2.0开箱体验
COC黄油小姐很可爱，人设清纯可爱，包装严密，隐密性好，打开后有保护壳保护名器。",产品评测/开箱,否,43.0,38.0,2178.0,7.0,0.019742883379247,30.700000000000003,正面,黄油小姐,外观,2026-02-06 17:43:15,2026/02/06,17
C酱1区,大家在用半身的时候使用什么技巧?,"大家在用半身的时候使用什么技巧?
第一次用半身，发现因为体积大不太好调整位置，有没有推荐的使用方法或者使用技巧？需要搭配什么辅助工具吗？",使用经验分享,否,4.0,2.0,239.0,0.0,0.0167364016736401,2.2,正面,,,2026-02-06 19:41:23,2026/02/06,19
C酱1区,被画风骗进来，被体验留下来｜这机娘电动杯有点东西,"被画风骗进来，被体验留下来｜这机娘电动杯有点东西
说实话一开始我是冲coc诺诺亚外观去的，机娘造型，看着就很二次元那种电竞赛博风，属于那种“放桌上也不太尴尬”的款。
之前一直用手动杯，电动半身是第一次入。
重量1800g左右吧，不算轻，但刚好，夹着或者抱着都稳，不会乱跑。
真正用下来让我意外的是两个点：
一个是吮溪感：
不是那种单纯震的，是会“往里拽”的感觉，调到中档以后，整个顶进去的时候，会明显感觉被包住，有点像被吸着那种~
第一次还有点不适应，后面越用越上头！
另一个是清洗：
这点我必须夸一下，自带冲洗器是真的省事，直接接水龙头冲，里面会有压力，把通道冲得挺干净，不像以前要掰开对着灌半天。
声音大概60分贝左右吧，关门开空调基本没存在感
本来是冲颜值买的，结果用完发现不是花瓶型。
有在纠结电动杯的兄弟可以参考下，我个人感觉这价位还行",其他,否,7.0,5.0,336.0,0.0,0.0208333333333333,4.300000000000001,正面,诺诺亚,通道、清洗、材质、外观、电动功能、噪音、收纳,2026-02-07 15:43:57,2026/02/07,15
C酱1区,什么适合能进阶,"什么适合能进阶
如题，想问下慢玩多少时间可以换刺激的？顺带问一下吧友们，第二次比第一次时间要长三分之一这正常吗？感觉第一次好快啊",其他,否,1.0,0.0,166.0,0.0,0.0060240963855421,0.4,正面,,通道刺激度,2026-02-07 16:28:27,2026/02/07,16
C酱1区,入了个3斤半的半身电动杯，重量刚好，手感比想象中舒服,"入了个3斤半的半身电动杯，重量刚好，手感比想象中舒服
lz单身24年，最近入了个coc诺诺亚半身电动杯，1800g重量，5频吮溪+3速6频zhen'动，真使用感受来分享一波",闲聊/水贴,否,5.0,2.0,279.0,1.0,0.017921146953405,2.9,正面,诺诺亚,电动功能,2026-02-07 19:46:57,2026/02/07,19
C酱1区,8U们，有ciji度高的半身推荐吗？,"8U们，有ciji度高的半身推荐吗？
rt。最近压力有点大，想整点新东西放松下。
前后用过两个半身，说实话都挺一般的，用几次就无感了，属于“图个新鲜”
现在就想找那种：有点刺激感的，最好是电动半身，预算300左右都能接受
主要是不想再踩坑了，兄弟们有用着还行的给推荐下🙏",其他,否,8.0,1.0,285.0,1.0,0.0280701754385964,3.8,中性,,收纳、电动功能、材质、通道刺激度,2026-02-08 15:49:17,2026/02/08,15
C酱1区,买杯子寄到哪里,"买杯子寄到哪里
买的杯子是寄到家里还是公司里面，刚买的贝贝不知道寄到哪里了，感觉寄到公司拿的时候会尴尬啊，遇到认识的会被问吧，寄到家里父母可能也会问啊",其他,否,2.0,0.0,182.0,0.0,0.0109890109890109,0.8,中性,,,2026-02-09 10:34:38,2026/02/09,10
C酱1区,不能再同意了,"不能再同意了
每次用杯之前都要找好久，吧友们有这个困扰吗？",其他,否,1.0,2.0,165.0,0.0,0.006060606060606,1.0,正面,,,2026-02-09 17:47:37,2026/02/09,17
C酱1区,飞机杯也有保质期吗？,"飞机杯也有保质期吗？
rt，大佬们你们的飞机杯多久换一次呢？",其他,否,3.0,1.0,236.0,2.0,0.0127118644067796,2.1,中性,,,2026-02-09 21:43:16,2026/02/09,21
